#Name:: Glass1_UV;Timestamp:: 2026-Feb-13 14:02:25;Device:: Ossila Spectrometer (COM3);Colour:: (57: 207: 25);Integration Time (ms):: 60.0;Accumulation Number:: 1;Averaging Number:: 1;Delay #Time:: 0;Trigger Mode:: Internal;Measurement Type:: Transmission/Reflection;Comments:: 
#Wavelength (nm),Intensity,Smoothed,Background,Reference
420.47,0.02360007750435962,0.026015001505974137,1714.0,25805.0
420.99,0.024657312028550572,0.026044620099628976,1691.0,24658.0
421.5,0.025703691218607785,0.025777165796681968,1701.0,23732.0
422.01,0.02535421327367636,0.02543083720013696,1659.0,22797.0
422.53,0.028386272362175977,0.025226123969008814,1647.0,21912.0
423.04,0.027729885057471263,0.025432149582798984,1669.0,20880.0
423.56,0.026262225090602196,0.02572227752492096,1655.0,20143.0
424.07,0.023237840065952184,0.02608077869594721,1684.0,19408.0
424.59,0.0230876365973859,0.026463049630091252,1748.0,18668.0
425.1,0.024242086491306287,0.026801335210655513,1680.0,17944.0
425.62,0.025660333642261352,0.026988009852525405,1682.0,17264.0
426.13,0.027558591449770346,0.02768066458717076,1707.0,16982.0
426.64,0.029288702928870293,0.0282530849338765,1709.0,16730.0
427.16,0.029176922615116768,0.029119203903245894,1685.0,16657.0
427.67,0.0317691281678186,0.030305845418511692,1679.0,16494.0
428.19,0.029596631476170136,0.031197212963219572,1673.0,16387.0
428.7,0.03318877243705578,0.03165759724591901,1636.0,16602.0
429.22,0.028962043533009536,0.032266553638038854,1676.0,16677.0
429.73,0.031748826291079814,0.03303740774910226,1662.0,17040.0
430.24,0.0361085016439643,0.03372028832287392,1637.0,17032.0
430.76,0.03457400908934016,0.034658118552065555,1672.0,17383.0
431.27,0.03216243427676474,0.03509947581760894,1639.0,17878.0
431.78,0.03537826685006878,0.03616796400338782,1666.0,18175.0
432.3,0.03688546372575073,0.03701320572759514,1668.0,18815.0
432.81,0.03859793390553528,0.037547672462981754,1601.0,19457.0
433.33,0.03897493376808641,0.03855355599310932,1691.0,19628.0
433.84,0.037602345092489636,0.0395630355019373,1652.0,19786.0
434.35,0.039646925390798365,0.04035573215982057,1662.0,20279.0
434.87,0.04020124353315297,0.04122666180668348,1668.0,21069.0
435.38,0.0414531689978304,0.04226389171384114,1678.0,21663.0
435.89,0.04463284439061589,0.043273544318660526,1642.0,22293.0
436.41,0.04225722936504454,0.044511351329192206,1640.0,22789.0
436.92,0.04330523342890154,0.04548333395080153,1649.0,23369.0
437.43,0.045594760194379885,0.04662574056897397,1680.0,23665.0
437.95,0.04897023297711174,0.047659400318045345,1652.0,24423.0
438.46,0.04907145981628027,0.04873560975770024,1656.0,25147.0
438.97,0.0499804151978065,0.05016518932224372,1702.0,25530.0
439.48,0.049366751606891565,0.051925463021259895,1677.0,26293.0
440.0,0.05162530971487741,0.053686997827307036,1655.0,27041.0
440.51,0.05178976648854403,0.054857830841695016,1709.0,27322.0
441.02,0.055394938787164935,0.0560131605062548,1697.0,28017.0
441.54,0.05655302501047925,0.05755932467051222,1720.0,28628.0
442.05,0.06090797041906327,0.05938888123439467,1730.0,29208.0
442.56,0.06321010825485136,0.06097685886286994,1709.0,29837.0
443.07,0.06067856312099159,0.06284069204599682,1704.0,30093.0
443.59,0.06062475646187816,0.06433242482199421,1684.0,30796.0
444.1,0.06544205684038061,0.06598825389754828,1611.0,31738.0
444.61,0.06766231724571609,0.0671818735124781,1689.0,31805.0
445.12,0.06750508599963011,0.06845888766520963,1682.0,32442.0
