Energy (eV), initial Intensity (a.u.), Intensity (a.u.)
2.157985416195332462e+00,6.819999999999999674e-02,2.423660967085908106e-03
2.156109266053450657e+00,5.520000000000000601e-02,2.402112233403008376e-03
2.154236375323569597e+00,6.120000000000000440e-02,2.381204774864583134e-03
2.152366735519258611e+00,6.779999999999999916e-02,2.360867918842483437e-03
2.150500338183520821e+00,5.679999999999999633e-02,2.341042211573152870e-03
2.148637174888669232e+00,5.720000000000000084e-02,2.321677624206972858e-03
2.146777237236197511e+00,6.239999999999999714e-02,2.302732031455435088e-03
2.144920516856653414e+00,7.560000000000000053e-02,2.284169924399896863e-03
2.143104044244728446e+00,8.979999999999999094e-02,2.266322202408189469e-03
2.141253669487134914e+00,7.599999999999999811e-02,2.248435403573375690e-03
2.139406487232573983e+00,7.259999999999999787e-02,2.230855624500149414e-03
2.137562489225995233e+00,8.340000000000000191e-02,2.213564487818394950e-03
